,feature0,feature1,label
341,-24.1602427,-25.89535241,0
342,-38.64537206,-21.61138219,0
343,-60.14814262,-23.44341496,0
344,-74.73136264,19.34574321,1
345,71.97362481,-10.1533555,0
346,240.6635332,19.45159692,0
347,-38.12286301,-22.29336881,0
348,-39.61941155,-18.56753202,0
349,13.13809513,10.53836501,0
350,170.5347281,14.15455352,0
351,-50.53903166,-16.20827455,0
352,-30.34352703,-10.23781828,0
353,-110.0209469,47.51846598,0
354,-41.97508059,-15.49374962,0
355,-107.6382225,24.73067586,0
356,35.10390854,-24.09150353,0
357,349.5132197,45.43666214,0
358,-112.9744963,110.1595902,1
359,-79.20290403,-34.11684181,0
360,-40.57905747,-24.8766907,0
361,5.081801986,-4.746450287,0
362,98.34659427,8.164324181,0
363,-2.847098275,-0.943918699,0
364,-55.27667018,-29.26897898,0
365,-107.7597686,59.19666208,1
366,122.5640041,-11.6414355,0
367,27.56266515,-8.147522649,0
368,296.8521489,6.096887818,0
369,11.69542046,0.806536345,0
370,22.49382624,-4.862786715,0
371,-102.4903391,11.09835339,0
372,147.1179239,-2.668313946,0
373,-98.61820986,-14.96216059,0
374,36.15191534,-3.56869657,0
375,-17.61888563,-15.38393862,0
376,-28.84033538,-25.30790076,0
377,-75.14117271,-28.17353128,0
378,-33.94528712,-25.1991305,0
379,-17.68482303,-4.960145375,0
380,-82.92675383,-2.044808154,0
381,68.68108046,-12.77707432,0
382,97.41134204,-6.212851917,0
383,2.96360222,-8.356425474,0
384,142.2997406,2.695228146,0
385,-3.295572917,-13.93365284,0
386,218.5892352,22.82872069,0
387,2.057975029,-8.416455037,0
388,37.56005415,3.951112603,0
389,-102.6208311,51.59179022,1
390,-118.2145562,152.0369794,1
391,-98.29665369,-21.43646311,0
392,-53.67307171,-13.95850448,0
393,-7.712099539,-0.39859783,0
394,8.395802104,-7.111293287,0
395,-99.13345591,-10.49446719,0
396,-10.8104578,-9.770765837,0
397,139.1533828,6.308730258,0
398,21.70041499,-10.82254437,0
399,74.36192244,4.530026345,0
400,6.529774016,-12.20218833,0
401,-50.55731409,-9.821359648,0
402,-97.74820065,-27.51224953,0
403,-46.54274199,-9.580294927,0
404,-30.45975101,-10.72082177,0
405,-112.6373162,90.74843268,0
406,-19.99522281,-22.87226476,0
407,24.949758,-16.22351442,0
408,-100.0641968,45.68897547,1
409,76.38592974,10.15358831,0
410,-32.11135364,-4.768227005,0
411,-24.25863553,-22.1965165,0
412,-8.934412478,-9.456751735,0
413,-37.27877489,-16.7639046,0
414,-47.68499355,-2.682991744,0
415,-98.00469792,-21.41143534,0
416,123.9762641,3.96698678,0
417,-98.40112601,-15.95410094,0
418,19.07358407,-10.87595109,0
419,-20.77958661,-10.14277996,0
420,-0.008797213,-6.412349079,0
421,32.75818548,-7.007237734,0
422,-78.04014852,-15.12130107,0
423,2.79788576,-17.56667945,0
424,-105.0242025,10.53729193,0
425,-12.69051756,6.215436236,0
426,234.5207739,1.18316511,0
427,21.47537998,-10.57758866,0
428,51.74411711,-25.18614035,0
429,16.61524689,11.32411144,0
430,-13.97665584,-1.408257357,0
431,-111.8235383,66.03625266,0
432,-63.48017971,-13.23302413,0
433,-37.36774241,-8.847811666,0
434,-19.42957298,-7.341267951,0
435,-109.4775518,49.16406453,0
436,-61.93109437,-28.40873883,0
437,-82.41843941,-23.86277809,0
438,18.86306944,-17.7802263,0
439,18.36428288,8.391741402,0
440,-11.31517521,-15.75030357,0
441,142.3065996,-10.26128218,0
442,-52.53257697,-15.57896294,0
443,40.43661091,-15.6586913,0
444,26.71168558,7.552086869,0
445,-13.26115748,-3.769930928,0
446,-35.00692824,-9.837703604,0
447,630.914669,63.96247105,0
448,-6.111275966,-13.0660057,0
449,7.381063549,-4.5582291,0
450,-12.81999647,-30.43942868,0
451,-98.8263985,-13.94815495,0
452,-22.56081078,-5.66008136,0
453,-55.8082394,-21.22729243,0
454,-22.58578553,-13.06333367,0
455,-53.8220435,-18.54363756,0
456,-7.517834489,-8.309395968,0
457,563.565084,41.98561691,0
458,125.0064412,12.54534107,0
459,-48.5266948,1.344631539,0
460,32.92298601,-13.83706245,0
461,-82.32121193,-23.72969567,0
462,32.68995299,-17.48240105,0
463,267.5954697,12.67769455,0
464,-1.466197167,-20.89181214,0
465,-98.12664688,0.17043571,0
466,-11.58726344,0.074088662,0
467,-43.9294944,8.838282717,0
468,-65.8372076,-25.96534617,0
469,100.1739475,5.758048386,0
470,-39.89778169,11.24358097,0
471,-75.89390738,12.4469683,0
472,40.17246242,-12.69649837,0
473,11.91168269,-10.73156112,0
474,277.4886407,8.143860739,0
475,-44.14243827,-6.082359829,0
476,28.3504766,-12.11967814,0
477,-7.580033887,-24.35728614,0
478,86.79231706,-2.858551792,0
479,-72.38447643,-17.05139907,0
480,22.52826828,-25.53076795,0
481,-39.50238178,1.448862594,0
482,-30.00993231,-22.2148364,0
483,-83.18270293,-18.72689592,0
484,7.781598147,-20.7957836,0
485,-21.10269862,-7.262599591,0
486,4.716032885,-6.739779754,0
487,-9.58440055,-12.4559333,0
488,301.8043821,15.77051123,0
489,300.6390755,0.454061086,0
490,-110.846567,56.97858863,0
491,42.21787095,-6.550033147,0
492,179.4311259,-6.581637541,0
493,30.84209945,-9.78515313,0
494,-31.47323111,-20.75636377,0
495,-103.2637309,24.09979274,1
496,24.28351136,-21.942774,0
497,4.173501819,-18.6251982,0
498,61.67504285,-4.628337864,0
499,-9.025420772,3.875809542,0
500,-34.83289807,-25.15238796,0
501,-24.10740697,-27.95731793,0
502,-22.99858358,-19.62203458,0
503,-1.292942976,-7.918258019,0
504,3.394600572,4.297224269,0
505,-29.10744108,-1.512885751,0
506,66.77639718,-3.564905469,0
507,-116.2772901,143.157962,1
508,248.3552596,0.461899901,0
509,35.83515038,-11.64740636,0
510,96.16830279,20.20034365,0
511,-36.34569321,-23.10333387,0
512,-30.26137443,-29.43165691,0
513,217.4466494,25.92846707,0
514,-4.184599376,-0.487778855,0
515,-15.93872596,0.721379261,0
516,-7.272094841,-8.061097551,0
517,-37.66469827,9.862274311,0
518,-44.71559581,-17.60417352,0
519,-8.559970901,-21.10875099,0
520,-73.44571198,-18.56550732,0
521,-4.38492732,-12.18141101,0
522,-90.42954767,7.554533946,1
523,42.9546357,10.99231579,0
524,33.22874357,-9.07892519,0
525,-106.8994584,16.96625122,0
526,90.0976027,-4.334781028,0
527,-3.138910535,-8.697385987,0
528,25.81832065,-12.51149227,0
529,73.89806842,0.810269505,0
530,66.257416,-9.128565363,0
531,-93.30207311,-35.83887678,0
532,12.18351294,-12.58715339,0
533,-97.34505176,-38.69513132,0
534,67.90997937,-6.020738303,0
535,330.9563613,15.52940788,0
536,-67.25492133,-37.79552026,0
537,-36.65011687,-12.213825,0
538,75.60479442,-25.45126803,0
539,-79.80832198,25.50818791,1
540,-0.213328591,-14.75674596,0
541,97.8061135,-13.44294818,0
542,-26.66214682,6.705176499,1
543,-102.8688074,19.15749301,1
544,-94.41399249,-18.59371889,0
545,-53.59832812,-12.30379497,0
546,-98.00601592,-27.75017176,0
547,-99.16478721,12.35548,0
548,159.5892284,-0.504255822,0
549,218.8612812,14.92243196,0
550,-69.1181366,-27.99795526,0
551,1.067440709,-8.585038635,0
552,-74.08724513,-8.425500898,0
553,-104.7972518,45.56024246,1
554,59.97764469,-3.121721953,0
555,-12.78499132,-26.48256402,0
556,-4.224333532,1.900272804,0
557,-87.6178132,-17.52669769,0
558,-20.03056023,-26.55418825,0
559,-106.7823024,76.59588747,1
560,-57.15940585,-27.90582771,0
561,-113.5459733,77.43449459,0
562,65.71992077,-1.989822038,0
563,7.319871131,-17.74756365,0
564,2.676741084,-12.04845947,0
565,-19.19835909,5.092641183,0
566,7.894332938,-20.0398102,0
567,8.176360185,-33.11387431,0
568,-111.3700074,63.40346187,0
569,-96.16112461,-0.483079306,0
570,-51.52551497,-13.12766448,0
571,110.5106145,-1.976034496,0
572,-103.2805799,53.5010088,1
573,-40.35570018,-1.873564363,0
574,-16.8242637,-26.12853105,0
575,-17.50204065,-6.443806452,0
576,12.93466776,-10.14356924,0
577,-7.388123812,-17.224921,0
578,-5.041979757,-20.9183931,0
579,-57.68865636,-20.27580114,0
580,-96.36848663,23.98011733,1
581,173.5207734,-2.335599854,0
582,-65.12889913,2.553094631,0
583,-11.55899468,-18.52693602,0
584,79.94484868,-0.614283457,0
585,-14.10157199,4.450742153,0
586,199.2397532,-1.721610081,0
587,-2.816749014,-15.4589867,0
588,-32.95171203,-13.61713183,0
589,17.38183712,-17.8387896,0
590,-35.23137618,-27.20464109,0
591,18.65721059,-27.57644838,0
592,67.1373667,-11.26901335,0
593,82.64063459,-0.035119352,0
594,-73.05256328,-11.144162,0
595,-58.4377498,-31.03534541,0
596,12.52396949,9.750612461,0
597,-6.571491315,-10.39285163,0
598,-52.87374323,-32.72821237,0
599,-48.48001268,-12.46515986,0
600,87.57196958,1.963617471,0
601,48.30989538,-9.337266222,0
602,16.63032307,4.274864547,0
603,3.987010502,-21.34581866,0
604,-27.29491576,-15.47767177,0
605,-23.10952332,-11.54644125,0
606,-65.42566604,-39.08580732,0
607,-42.74014863,-18.1876064,0
608,-67.04548277,-5.21096385,0
609,14.19264809,9.05259756,0
610,-102.79753,51.27216584,1
611,-9.666276271,-1.465999113,0
612,-110.9067621,74.72435309,1
613,-4.961378526,-15.76953422,0
614,126.934927,3.474893489,0
615,-10.62939805,-24.14393746,0
616,-65.47934713,-19.95740643,0
617,7.568279915,-8.708686856,0
618,-103.8134263,47.56577116,1
619,8.231461896,-4.054852304,1
620,326.3725124,19.44608504,0
621,-103.5666813,56.27802643,1
622,-5.81783343,-9.719581549,1
623,-103.2526338,12.59533181,0
624,-69.54203401,-26.84457963,0
625,-99.25546808,4.398891787,1
626,52.88100644,-20.83424178,0
627,275.7654989,27.14718116,1
628,195.5679197,13.19384597,0
629,-18.20643107,-19.87386985,0
630,6.412906065,-10.78121986,0
631,-40.58961941,-14.62403461,0
632,29.13300842,-8.129649259,0
633,-4.383085931,4.341109035,0
634,16.53908997,-7.146672577,0
635,65.13964073,-13.98505494,0
636,101.2862774,3.329290126,0
637,39.70412021,-16.35495725,0
638,165.2198566,15.83859145,0
639,-98.12302447,-26.04368777,0
640,-31.33086488,-2.148830426,0
641,-44.22258363,-23.86644706,0
642,-32.6828857,-21.33716442,0
643,-79.01875857,-15.74781312,0
644,144.8034409,15.23829641,0
645,114.2735749,1.230517783,0
646,53.38413409,0.699430732,0
647,97.79015997,-4.377111084,0
648,32.5391056,-22.37770732,0
649,-32.80598991,-5.278977375,0
650,3.326729179,0.912829467,0
651,102.5506536,13.88695508,0
652,-31.92099195,-21.25481061,0
653,-99.00918227,-8.740483671,0
654,94.06037209,-19.38823581,0
655,-114.3508577,122.8828596,1
656,-55.73941752,-8.057087165,0
657,-97.88247957,-22.56489433,0
658,-96.76456951,-10.09292354,0
659,151.0654001,6.358951678,0
660,18.42826862,-21.70836676,0
661,-76.43465731,-15.71564578,0
662,-99.46940485,-2.134445836,0
663,-27.79753286,-6.51960996,0
664,-81.96767497,-6.379232197,0
665,2.765418212,0.917577728,0
666,28.37574707,-11.64943032,0
667,-27.64011182,-8.962130128,0
668,-7.645557129,-17.32130833,0
669,5.489044385,11.88072351,0
670,-33.55062415,-21.79638073,0
671,125.2317977,4.261764441,0
672,63.86468242,9.221035595,0
673,-113.3028956,108.4500714,1
674,30.05176355,7.789842381,0
675,-38.77367398,-16.51805329,0
676,-53.98323011,-2.052640819,0
677,133.2910498,4.268836355,0
678,-45.20564866,1.278845589,1
679,59.04232751,-4.541200442,0
680,-49.91605927,-15.65340648,0
681,61.74543013,-8.568248489,0
682,294.756587,27.91933734,0
683,-7.551200426,-11.47421153,0
684,-22.30837297,-21.2171569,0
685,7.603811362,-17.22981709,0
686,-36.69412607,2.316995111,0
687,-48.38743886,-12.15602075,0
688,-114.0239563,95.53554707,0
689,-58.17856426,-22.52049492,0
690,60.59783102,-0.855919162,0
691,-86.30139523,-23.00719035,0
692,66.59698624,-5.826038371,0
693,-95.90658227,34.83433013,1
694,-83.96442334,10.1261701,0
695,18.80200067,-18.90517001,0
696,2.201207889,-24.11934763,0
697,-96.6314298,32.3379861,1
698,251.4304956,13.92278377,0
699,-20.32746063,-19.36330767,0
700,54.53169978,14.64198252,0
701,66.75829656,-25.29728009,0
702,-103.4248771,-8.108834319,0
703,61.74730785,-9.077029758,0
704,-45.16759681,12.56860745,0
705,-23.61049882,2.122632437,0
706,-35.5409031,-11.81482594,1
707,44.67803099,2.96786222,0
708,-58.15898781,-12.2221852,0
709,-31.76612414,-21.82053098,0
710,-109.9744987,41.48103652,0
711,4.09809878,-14.77645786,0
712,96.96545541,-8.005919615,0
713,-87.21139966,-12.29339163,0
714,-105.0606681,57.34633519,1
715,61.31031498,10.31252307,0
716,-76.09093166,8.01748574,1
717,21.10878822,-17.75886766,0
718,-98.13577796,-23.64586547,0
719,1.648412763,-19.2114222,0
720,304.3101793,24.25046346,0
721,33.26301014,-8.808853772,0
722,-77.40824781,-12.82871725,0
723,-87.02814374,-22.0957898,0
724,-12.50220425,-8.156661955,0
725,19.68667743,-11.03225134,0
726,20.75451958,17.3817641,0
727,-81.38355764,4.027108876,1
728,-42.79655419,-14.1702228,0
729,41.80597496,3.350564929,0
730,-93.62586934,39.82151683,1
731,4.42851428,-20.21498931,0
732,-1.756615347,-23.97858497,0
733,269.1510718,23.16385949,0
734,-24.50585718,-28.2784385,0
735,-31.0960338,-11.17650912,0
736,-59.58181135,-14.71247366,0
737,-112.8186881,123.6672425,1
738,117.1591643,-12.06541601,0
739,-37.3934785,-14.23551935,0
740,-61.2942122,-25.34711991,0
741,402.9314509,25.62808092,0
742,191.1802059,11.64380889,0
743,-110.539408,66.82972258,0
744,182.4798352,3.902630364,0
745,29.49954434,-1.018177783,0
746,-104.5888336,48.88812246,0
747,31.11315765,-12.13822094,0
748,-18.14512294,-7.615064947,0
749,52.28242431,-6.447606905,0
750,-14.60288108,-20.02139397,0
751,-107.9215008,28.29305012,0
752,-0.971572253,-6.75219606,0
753,2.598362596,-6.988489367,0
754,129.2056068,10.27307422,0
755,-5.210566065,-0.148135849,0
756,40.79439216,3.147313261,0
757,-79.36866516,-24.5176412,0
758,-73.038514,-9.562067926,0
759,-47.41080076,-17.6471757,0
760,-8.958923213,-32.21062059,0
761,-32.55969024,-31.23049155,0
762,-65.15870364,-30.73835557,0
763,-105.7527076,54.5585017,1
764,1.418727247,-14.44277186,0
765,-12.75761092,-8.708557614,0
766,-66.41785652,-11.10011569,0
767,276.7568122,27.71676554,0
768,-17.66992463,-15.26013226,0
769,-49.03785852,-15.83118636,0
770,-19.18046035,-22.62364875,0
771,-33.01347295,-17.50969275,0
772,-43.00268962,-21.65523411,0
773,82.21332326,-1.160415578,0
774,-50.67784349,-17.17946173,0
775,-95.77527879,-2.441520587,0
776,-106.7519727,81.1141308,1
777,-5.55319219,-31.40157877,0
778,170.815833,11.35505791,0
779,-44.54906493,-10.1956845,0
780,165.6164702,-13.90607515,0
781,-59.96540792,-33.15942712,0
782,16.63960412,-15.57881378,0
783,-102.6246074,27.54586854,1
784,-60.96390029,6.149394796,1
785,-8.071895924,-11.09363233,0
786,734.7120959,72.66382158,0
787,-88.6454728,-12.67012114,0
788,-3.237436664,-20.39941619,0
789,127.8319993,10.5264018,0
790,105.5009942,24.09607012,0
791,-100.3825767,-5.34895418,0
792,-13.49883347,-0.777282509,0
793,-60.69519581,-25.50244757,0
794,13.82449874,-12.4329168,0
795,-59.28480897,-16.57678277,0
796,72.7311356,2.172594562,0
797,1022.286635,91.75198701,0
798,-98.27435472,-8.165970928,0
799,-79.31038051,-6.382707514,0
800,42.70705017,-7.650375987,0
801,75.16807903,1.371514355,0
802,-85.03841382,-7.411515866,0
803,-42.31898992,-12.19843196,0
804,-26.58607319,-15.66902931,0
805,-44.17514,-21.62462983,0
806,-51.75060592,-0.841989405,0
807,-106.0167066,51.43056862,1
808,23.56629475,-4.462670208,0
809,-34.71793438,-16.85625024,0
810,5.246860838,-1.57101699,0
